moment_id,set_id,play_id,serialNumber
2503996,26,400,14016
2502965,26,400,13735
1432271,26,400,6548
1577722,26,400,7874
1671003,26,400,9666
1671512,26,400,9925
1415566,26,400,5718
1432246,26,400,6523
1578845,26,400,7997
1575915,26,400,7567
1582187,26,400,8714
1669055,26,400,9217
1762404,26,400,11855
1767090,26,400,11916
2503066,26,400,13836
1767078,26,400,11904
2505298,26,400,14693
1415475,26,400,5627
1437848,26,400,6875
1450774,26,400,7426
1450778,26,400,7430
1671387,26,400,9800
1670757,26,400,9544
2503048,26,400,13818
2499693,26,400,12838
1671522,26,400,9935
1751788,26,400,10867
1767098,26,400,11924
936385,26,400,3986
841873,26,400,99
841810,26,400,36
2504933,26,400,14453
2504089,26,400,14109
1426936,26,400,6463
1580776,26,400,8303
1580821,26,400,8348
1426489,26,400,6266
1414178,26,400,5080
841816,26,400,42
841818,26,400,44
841835,26,400,61
841823,26,400,49
841793,26,400,19
841788,26,400,14
841783,26,400,9
2698643,32,621,9068
1523882,26,481,6034
981685,29,446,131
2128655,26,545,178
841586,26,407,62
2091521,26,542,44
1172197,26,485,3032
25800,2,6,113
2044371,26,538,19
2689430,32,617,8730
2653764,32,616,3189
2690776,32,618,8076
2682521,32,620,3946
1752330,26,397,10533
1676324,26,460,9865
1853591,26,469,11897
1466709,26,483,5986
1955814,26,532,2722
1543536,32,518,313
1304694,26,458,4404
1824585,26,467,11023
635000,22,284,839
2675304,32,621,854
1953535,26,531,5568
2176073,26,548,2096
2464483,26,523,14628
929203,26,385,3929
1339780,26,495,4490
1473019,26,495,5171
847316,26,385,1667
686181,2,244,2104
296949,2,1,1390
574360,2,100,2506
973461,2,109,3650
87529,2,37,416
787971,2,308,569
1665881,26,405,9039
2400076,26,557,12096
2571723,26,528,13368
2299030,26,558,6928
1567878,26,389,7905
94054,2,146,428
1154021,2,26,3947
2086474,26,540,9122
413148,2,67,1863
147687,2,88,712
585562,2,26,2607
229917,2,144,1103
227174,2,100,1098
734551,2,109,3254
2326136,26,560,9159
195917,2,97,931
1036718,26,482,804
263362,2,168,424
51301,2,111,228
208661,2,71,1007
231037,2,3,1116
472260,2,156,1752
229804,2,37,1109
361043,2,97,1657
1625100,26,488,8002
2442240,26,531,12885
1890420,26,489,11220
1402809,26,513,7461
1690964,26,481,9272
1309852,26,465,4062
1418411,26,484,7063
1488614,26,465,6641
2409432,26,407,14077
347354,2,189,275
1473751,26,495,5528
1821079,26,463,10893
1358876,26,407,5403
1522643,26,481,5795
1599353,26,465,8505
1639640,26,481,8542
1596632,26,461,8409
2435144,26,477,12164
1598391,26,461,8918
1473728,26,495,5505
831700,26,386,551
306543,2,144,1441
1384606,26,477,6008
1905647,26,529,5442
2033353,26,535,8876
1294345,26,402,4305
2223606,26,551,8879
1396754,26,494,6781
733943,2,168,2376
1891843,26,484,10892
547870,2,192,1082
135175,2,39,623
955519,2,257,1529
1000332,26,460,543
2607883,26,397,13153
1019688,26,469,524
2689821,32,621,6246
2670062,32,618,3362
2672886,32,620,436
2660848,32,617,398
2651504,32,616,929
1002409,26,483,120
1950198,26,532,482
2737204,33,627,6336
2704529,33,623,325
2740827,33,628,1071
2717160,33,624,4068
2722742,33,626,762
838211,26,385,1562
1174353,26,486,2813
1244300,26,504,2260
1261885,26,489,3220
1324310,26,481,4520
960634,2,247,2014
787686,2,297,659
1377821,26,477,5598
1325464,26,479,4299
1410178,26,484,5705
1375809,26,401,6461
1307531,26,461,4866
58905,2,138,263
972998,2,304,1138
1405230,26,488,7382
814698,2,288,916
1466253,26,395,6030
1946896,26,531,3181
1060628,26,464,2464
2339140,26,561,6663
401307,2,12,1874
641464,2,202,2373
1303653,26,459,4363
2409174,26,529,12819
1062394,26,482,1980
1773116,26,523,3817
1072559,26,457,3895
884835,26,399,2061
1355853,26,512,4688
1618861,26,480,8263
1299475,26,405,4310
1297973,26,455,4058
1813294,26,525,1985
2333807,26,562,1955
2460235,26,524,13005
2272550,26,556,3198
1450969,26,391,7371
662109,2,193,1606
68832,2,3,306
73639,2,143,330
66975,2,89,306
71095,2,87,320
74296,9,67,8
38148,2,53,139
39098,2,53,154
34173,2,73,125
25013,5,46,142
26565,5,36,145
36821,2,55,135
38109,5,80,204
24920,2,17,115
26795,2,139,115
78342,2,13,364
79249,2,63,363
75539,6,25,182
78962,2,37,364
79042,6,105,193
77048,2,68,357
66727,2,86,310
68301,2,148,333
69179,2,138,308
71314,9,21,42
72062,2,115,326
82680,2,79,383
82351,2,44,384
80402,2,6,376
109750,2,131,511
110506,2,72,502
113139,2,31,509
113395,2,100,509
114095,5,122,132
113865,2,89,514
109035,12,147,27
114375,5,50,125
108856,5,14,110
113284,2,64,511
2587744,26,509,13639
2667062,32,618,1737
1834170,26,526,856
1849440,26,526,9621
2200000,26,550,2648
1082152,26,466,2738
702657,22,330,135
297918,15,187,197
651978,2,185,1546
1291867,26,391,4952
1503438,26,490,7340
2129542,26,544,3565
1681026,26,467,9322
1929238,26,498,10776
1258696,26,496,3156
2258414,26,555,5937
655116,2,7,2912
2542839,26,497,12109
1460868,26,497,5395
1420298,26,462,5075
1228227,26,493,1562
1430863,26,461,6140
1253963,26,488,2673
1374515,26,492,5292
1292308,26,396,4893
1537486,26,455,7263
1104956,26,475,3792
858733,26,397,459
2674319,32,621,369
2672148,32,620,323
2663308,32,618,233
2660239,32,617,289
2650731,32,616,156
1502101,26,460,6753
1458332,26,469,5484
1948292,26,532,202
1034190,26,483,276
2100740,26,542,4263
678260,24,326,92
1235239,26,487,3449
842827,26,403,178
852774,26,392,500
1180834,26,504,44
75786,2,96,356
846374,26,404,475
837801,26,390,277
849571,26,412,297
833681,26,388,282
1004443,26,470,154
847508,26,408,234
1398612,26,494,6889
1402081,26,494,7233
1402676,26,494,7328
840648,26,406,124
1363914,26,494,5066
1363882,26,494,5034
1374870,26,494,5522
1342447,26,494,4907
1374058,26,494,5460
1396805,26,494,6832
1398707,26,494,6984
1374089,26,494,5491
1398616,26,494,6893
1386385,26,494,6162
1379415,26,494,5817
1379453,26,494,5855
849366,26,401,467
1643653,26,494,7930
1647511,26,494,8163
1341745,26,494,4705
1647488,26,494,8140
1647508,26,494,8160
1396835,26,494,6862
1629553,26,494,7705
1625344,26,494,7621
1645326,26,494,8103
1645329,26,494,8106
1643710,26,494,7987
1645285,26,494,8062
1706718,26,494,9917
1912056,26,494,10474
2423108,26,494,13003
1653955,26,494,8607
1704435,26,494,9383
1705348,26,494,9671
1704508,26,494,9456
1705310,26,494,9633
1910701,26,494,10244
1653939,26,494,8591
2423648,26,494,13418
2423410,26,494,13180
2423188,26,494,13083
2420264,26,494,12784
2420242,26,494,12762
2423470,26,494,13240
2423582,26,494,13352
2423615,26,494,13385
2423607,26,494,13377
1920101,26,494,11642
2419718,26,494,12613
1920406,26,494,11822
1919934,26,494,11600
1914440,26,494,11356
1921026,26,494,11942
2420139,26,494,12659
2420158,26,494,12678
1914394,26,494,11310
1914356,26,494,11272
1914126,26,494,11167
1913588,26,494,10754
1913845,26,494,10886
1913511,26,494,10677
1912777,26,494,10569
1913476,26,494,10642
1706679,26,494,9878
1706678,26,494,9877
1706720,26,494,9919
1910477,26,494,10020
1910471,26,494,10014
1910690,26,494,10233
1910612,26,494,10155
1911735,26,494,10278
1706330,26,494,9779
1705367,26,494,9690
1705184,26,494,9507
1705379,26,494,9702
1703878,26,494,9326
1705179,26,494,9502
1706312,26,494,9761
1704501,26,494,9449
1703837,26,494,9285
1703838,26,494,9286
1701942,26,494,9011
1658868,26,494,8895
1658605,26,494,8757
1656518,26,494,8670
1653919,26,494,8571
1656525,26,494,8677
1338265,26,494,4100
1406287,26,494,7439
1386463,26,494,6240
1653917,26,494,8569
1645238,26,494,8015
1643699,26,494,7976
1650790,26,494,8317
1651204,26,494,8481
1912077,26,494,10495
606755,2,7,2742
1225902,26,494,1487
1233223,26,494,1683
1268332,26,494,3542
1268353,26,494,3563
1275916,26,494,3626
1268377,26,494,3587
2060846,26,538,8994
1730726,26,521,4687
1705810,26,497,9758
1521626,26,389,5778
1380559,26,383,7336
1327396,26,481,4981
1446987,26,478,7389
1078525,26,484,2861
1778549,26,407,10998
1698896,26,489,9336
2597963,26,551,12358
2599141,26,468,12161
924497,26,398,3098
2052510,26,538,3783
2566588,26,510,12483
1607846,26,475,7998
1677942,26,465,9112
1616797,26,511,7699
1982428,26,507,10958
2351703,26,562,10601
1334754,26,491,4339
134113,5,135,226
1789681,26,459,10126
410656,2,135,1885
1994240,26,533,10642
2286166,26,558,1439
2323203,26,560,7226
980873,29,449,317
15044,5,65,95
975276,29,437,85
698674,5,208,107
977880,29,427,318
1956390,26,532,2923
1483675,26,483,6827
1515334,26,397,6736
1067258,26,469,2344
1881944,26,528,3369
2690166,32,617,8841
2427382,26,511,14152
2659101,32,616,8526
2688459,32,621,5509
2672211,32,618,4386
2697398,32,620,9198
985060,29,447,138
984065,29,442,139
980083,29,446,24
2391511,29,573,40
976613,29,430,173
975886,29,433,70
979021,29,441,84
979722,29,445,37
982342,29,434,40
982109,29,426,305
977738,29,454,51
978389,29,450,77
2394325,29,583,358
975864,29,433,48
2391987,29,566,268
975838,29,433,22
975848,29,433,32
982571,29,440,268
975902,29,433,86
524160,5,8,84
2389689,29,575,87
2084579,26,540,7227
1470459,26,510,5236
1751298,26,397,10252
871733,26,383,2959
1826770,26,465,11082
2085357,26,540,8005
2103828,26,542,6101
2404971,26,491,13366
2612121,26,468,14516
2235703,26,553,2351
738265,2,66,3327
2524205,26,387,14975
1819206,26,463,10645
2082652,26,540,5300
2408313,26,407,13833
1623328,26,512,7730
1579891,26,397,8918
2529980,26,469,12500
2660655,32,616,9705
1713623,26,501,9953
1540461,32,515,113
1061465,26,460,2426
1103549,26,469,3760
915849,26,397,2825
1540925,32,517,202
1545212,32,519,364
2650791,32,616,216
2659932,32,617,107
2664083,32,618,383
1542898,32,518,175
1544454,32,520,106
2674303,32,621,353
2672875,32,620,425
1459203,26,395,5230
1948253,26,532,163
1054436,26,483,1397
976069,29,426,5
975571,29,429,5
397817,2,244,272
1003463,26,470,49
99884,5,145,64
90832,2,124,426
529332,2,134,2342
967603,2,276,1405
814904,2,276,1279
1158837,2,276,1719
565694,2,276,291
93914,2,124,431
612956,2,276,509
525320,5,276,78
453851,2,98,2090
291268,2,4,1396
662784,2,124,2940
591888,2,124,2734
262112,2,124,1313
1130652,2,318,1282
107692,5,33,77
166334,11,46,61
1243050,26,504,2135
1238692,26,504,1902
2201596,26,550,4244
49745,2,144,219
2198508,26,550,1156
165455,2,105,798
370462,2,124,1754
530207,2,124,2373
546596,2,124,2419
1145369,2,124,3858
2692155,32,621,7080
1004359,26,461,445
2365537,26,563,7185
530487,5,77,155
929814,26,401,3415
1265269,26,513,3229
2168210,26,547,8233
1908112,26,529,7157
1306159,26,461,4494
1010667,26,478,503
512111,2,97,2339
1576361,26,407,7638
2131108,26,544,5006
2600119,26,476,13014
2317431,26,559,7954
2447434,26,531,13704
2448799,26,477,14694
2512507,26,539,12902
2459252,26,523,14147
1160398,2,249,2469
616243,2,247,1156
2220106,26,552,4629
2057235,26,537,9508
2728184,33,626,6204
2745645,33,628,5889
2710577,33,623,6373
2715969,33,624,2877
2736644,33,627,5776
2737910,33,627,7042
2669396,32,618,2946
960134,2,166,2698
955084,2,59,3522
960347,2,180,2290
959856,2,310,1057
957048,2,175,2291
955874,2,206,3075
956958,2,249,2013
961780,2,290,1031
960441,2,316,1042
953468,2,196,2225
957613,2,302,1064
956768,2,109,3558
955663,2,93,3585
957253,2,301,1004
954632,2,83,3524
951446,2,229,2834
803200,2,305,737
837291,26,385,1392
1111811,2,201,3200
709530,2,124,3050
834775,26,385,1001
938458,26,401,3809
1558141,32,520,3043
1557241,32,519,3018
1548041,32,518,1443
981551,29,449,496
328610,17,226,63
2701254,32,516,679
745304,2,201,2639
1511612,26,397,5514
1959820,26,532,4978
1498007,26,460,6034
1323464,26,483,4049
1463393,26,469,6420
1757044,26,522,6372
1649707,26,472,8984
2167880,26,546,10403
2495487,26,535,14132
2383681,26,565,6329
2670539,32,618,3839
2296697,26,558,5845
1831643,26,525,11704
2223212,26,551,8610
2665580,32,617,4005
2690495,32,621,6545
2658971,32,616,8396
668758,2,204,2464
621390,2,218,2303
2699330,32,620,9630
960377,2,180,2320
662178,2,99,2967
706217,2,320,73
1118852,2,304,1197
1543843,32,515,1870
1559160,32,517,3562
2254627,26,554,5400
2360333,26,564,1731
951942,2,6,3533
1715006,26,509,9212
1715661,26,510,9243
2501875,26,526,13895
2547791,26,550,12936
1767609,26,523,310
236972,2,25,1149
2569900,26,521,13545
1734950,26,521,7161
2572340,26,521,13860
1241000,26,498,2585
1269916,26,514,3376
2121121,26,543,7769
2111685,26,542,10708
2356563,26,563,2961
1855259,26,472,11940
2327826,26,560,10599
1789843,26,524,289
1737545,26,521,8630
1154544,2,191,2606
604990,2,220,2153
1089622,26,477,2833
1771515,26,523,2841
2063670,26,537,11693
2216802,26,551,4950
1577938,26,411,7590
2381450,26,565,4098
1090297,26,476,3633
2011561,26,534,9086
1209982,26,507,1817
875775,26,398,1251
1051128,26,474,2089
1191916,26,514,626
1977576,26,533,1607
2355244,26,563,1892
2249597,26,554,2995
1921777,26,530,443
1844110,26,526,6043
2055537,26,538,5435
1100197,26,478,3658
910031,26,394,2757
1049015,26,478,1851
2270513,26,556,1161
2272260,26,556,2908
1297435,26,398,4895
1298791,26,455,4126
2228428,26,552,8701
1941973,26,499,11634
1498447,26,487,7349
1498457,26,487,7359
2229843,26,552,9366
1437766,26,400,6793
1429351,26,391,6128
2383223,26,565,5871
1615592,26,508,7619
2173693,26,548,341
2341098,26,562,3996
1417010,26,512,5287
1704936,26,493,9634
1217419,26,497,1504
1248270,26,497,2355
1103286,26,468,3497
1203917,26,491,1502
1212696,26,491,1656
2246476,26,554,1124
2133406,26,545,1679
1380247,26,466,6024
1307746,26,461,4956
1104039,26,475,3750
1104023,26,475,3734
1340393,26,498,4728
1228746,26,492,2206
1228777,26,492,2237
1318993,26,473,4203
1052317,26,480,2028
1725382,26,521,1843
1725576,26,521,2037
1052062,26,473,1523
887951,26,391,1927
918289,26,383,3390
2027626,26,536,3524
2027496,26,536,3394
1428806,26,461,5708
1420971,26,461,5248
1086253,26,459,3339
1048221,26,472,1557
1003369,26,457,3205
1986167,26,533,6323
1043727,26,467,2063
1566854,26,387,7756
860888,26,389,1364
2249163,26,555,1186
2287531,26,558,2179
1615359,26,510,7511
1095980,26,461,3566
1286196,26,383,4656
1517060,26,455,5587
1506704,26,495,7481
1361565,26,407,5842
1033970,26,477,1056
2136226,26,545,2999
2196140,26,548,11788
1845666,26,526,7348
1659363,26,498,8890
2358615,26,564,513
1209781,26,506,1491
1056104,26,479,2065
1012869,26,459,1455
863334,26,409,1185
890830,26,399,2181
2742811,33,628,3055
2737544,33,627,6676
2717643,33,624,4551
2707695,33,623,3491
2728567,33,626,6587
1666881,26,397,9291
1304216,26,460,4301
1899286,26,483,11957
1650405,26,469,8932
1969377,26,532,8910
2662732,32,617,2157
2651887,32,616,1312
2667372,32,618,1797
2675563,32,620,1738
2686762,32,621,4812
1811794,26,525,485
2153053,26,546,3201
2523727,26,464,14872
1436727,26,467,6504
2257914,26,555,5562
2186712,26,548,8485
2109990,26,541,10763
1042176,26,482,1137
1437711,26,508,5863
1937781,26,496,11694
877268,26,408,1744
864520,26,406,1371
858835,26,403,561
126111,2,21,577
1824036,26,467,10974
2282085,26,557,733
160767,2,36,783
39434,2,131,177
843112,26,411,213
1880260,26,528,2185
2272515,26,556,3163
1866889,26,527,7569
1530622,26,394,6524
492548,2,232,1358
1830235,26,465,11297
1719072,26,510,9783
1822536,26,464,10600
2342428,26,561,8576
1092984,26,478,3445
2343297,26,562,5070
2317249,26,560,4022
1951573,26,531,4856
885491,26,403,1592
2176472,26,548,2495
1265324,26,500,3534
2678344,32,620,2644
2127518,26,544,2166
1260225,26,490,3560
2225001,26,551,9649
2224069,26,551,9217
1279542,26,507,3877
2003184,26,534,3585
1492979,26,500,6131
2136658,26,544,8056
2519918,26,539,14188
726270,2,79,3285
2340062,26,562,3585
1733794,26,521,6755
1721211,26,513,9674
1470110,26,510,5012
1819293,26,463,10732
2526703,26,462,12348
2526752,26,462,12397
2528272,26,462,12667
1121510,2,247,2264
1139550,2,292,1310
2083719,26,540,6367
275144,2,100,1320
610574,2,204,2272
308424,2,144,1460
616455,2,192,1392
1154818,2,109,3931
1595982,26,465,7884
527147,2,231,1635
1417920,26,484,6697
1683113,26,465,9912
1682014,26,465,9687
1589287,26,458,8689
1681606,26,465,9528
2577400,26,465,14545
1683133,26,465,9932
2576886,26,465,14281
1160694,2,292,1461
1683122,26,465,9921
1599806,26,465,8708
2439139,26,396,12784
1994527,26,508,11554
1635511,26,508,8413
1597150,26,463,8552
694126,2,173,2176
1257423,26,505,3258
1897510,26,488,11557
1649596,26,490,8498
1865945,26,527,7125
1857007,26,477,10062
1425016,26,387,5168
1379014,26,494,5666
2056197,26,537,9095
1795781,26,524,5226
1453396,26,402,6798
2180403,26,548,5051
2462415,26,560,14060
1960300,26,501,10583
1058371,26,482,1707
550767,2,67,2450
2019948,26,536,346
2329394,26,561,42
2523754,26,461,14899
1746049,26,522,755
2187963,26,548,9236
2045355,26,537,3628
2435633,26,477,12403
1953830,26,531,5738
1809779,26,524,11221
2453588,26,524,12108
2568480,26,398,13875
987133,29,444,465
1710584,26,505,9411
884085,26,393,1811
986641,29,453,471
936202,26,386,3928
2393664,29,573,321
2399701,26,513,12596
1028399,26,476,860
2210167,26,551,690
1735062,26,387,11146
857492,26,404,968
2426511,26,456,13656
2304092,26,558,11115
2332535,26,562,1433
2212371,26,551,2769
1976282,26,533,689
2344736,26,562,5634
1313913,26,467,4123
58724,2,67,211
2413857,26,513,14877
854689,26,392,665
946691,26,412,3917
1110816,2,36,3682
1582014,26,405,8791
2358874,26,563,4897
2363363,26,563,6261
2579140,26,543,12285
1963426,26,531,8709
2579241,26,543,12386
987779,29,447,487
1012073,26,477,159
2017783,26,535,431
1015896,26,464,732
2521087,26,464,14107
1833032,26,464,11968
2548517,26,537,13287
2504720,26,527,14865
2493692,26,527,12712
1646655,26,488,8682
1693995,26,481,9556
2309856,26,559,4004
2642148,26,501,13668
1690126,26,481,9058
1645769,26,484,8671
1401846,26,507,6748
1402469,26,507,6871
1404103,26,507,6880
957198,2,332,1024
2464634,26,484,13154
1648002,26,484,8779
2325809,26,559,11457
1644926,26,507,8578
1076955,26,481,2916
1648001,26,484,8778
2501717,26,527,14237
2562911,26,465,12306
1440404,26,464,6806
1914793,26,529,9209
682756,2,13,2999
2241922,26,553,8570
963811,2,225,2903
2420643,26,507,12913
1714062,26,507,9018
1592652,26,463,7554
1204801,26,494,386
1285390,26,389,4350
838138,26,389,364
1828656,26,525,10344
2375812,26,564,10710
46954,2,32,192
6709,2,32,24
4651,2,32,18
2429215,26,456,14610
1487938,26,496,6340
965640,2,98,3628
1458955,26,395,5107
571314,2,6,2547
1454200,26,402,6977
2722085,33,626,105
2698382,32,621,8807
2520580,26,539,14600
1535018,26,493,7295
400661,2,52,1930
1890700,26,528,8375
1761312,26,522,8639
617548,2,232,2030
167594,11,46,227
532753,2,213,1859
85510,10,78,140
2595569,26,543,14839
1953096,26,531,5379
2590959,26,509,14229
2558009,26,550,14654
1988032,26,508,10812
1632226,26,484,8003
1024121,26,463,957
1169627,26,485,2337
1784729,26,523,10677
1017280,26,462,741
1348291,26,507,4001
1425658,26,463,6060
1341882,26,494,4842
2091756,26,541,2154
1964601,26,502,11758
2205869,26,550,8517
2563082,26,521,12352
2414877,26,529,14272
1726854,26,521,3065
1512657,26,471,5309
1323246,26,481,4081
1111682,2,206,3177
1694214,26,481,9650
1695494,26,481,9931
1139780,2,64,3870
1910692,26,494,10235
1073942,26,459,3028
1303229,26,459,4189
1572615,26,391,8642
1413393,26,391,5545
634266,22,283,621
2147368,26,545,10016
2290231,26,557,5629
2101408,26,541,7306
2495503,26,535,14148
2358948,26,563,4971
2664370,32,618,545
1254847,26,496,2932
2160522,26,547,4420
2547802,26,550,12947
2380300,26,565,2948
1928615,26,498,10653
1209419,26,511,1629
2159864,26,547,4012
1658711,26,494,8863
1323096,26,478,4306
1105336,26,480,3422
2328986,26,560,11634
1377399,26,472,5051
2226889,26,552,7537
1818968,26,465,10282
1171817,26,485,2902
1721078,26,513,9541
2116289,26,543,2937
1680218,26,463,9389
2438128,26,396,12648
2119499,26,543,6147
2572788,26,465,13683
1539068,26,389,7345
1476140,26,495,5917
2288587,26,557,4360
1581634,26,407,8786
1927717,26,530,3631
1170035,26,485,2495
1497363,26,510,6640
2577937,26,465,14707
2509649,26,405,12669
1276143,26,501,3603
1179929,26,514,139
1419943,26,400,5970
2583781,26,490,13051
1350716,26,509,4551
1867490,26,481,10169
2119624,26,543,6272
2117490,26,543,4138
2048591,26,537,5614
1081860,26,476,3321
2489533,26,527,12053
477133,2,205,1453
1964804,26,531,9337
2131411,26,544,5309
1430929,26,461,6206
631158,22,280,617
180547,2,121,857
2435058,26,492,12328
2465920,26,484,13565
2233055,26,552,11703
1413960,26,458,5487
2492536,26,512,13431
1417069,26,512,5346
1449472,26,512,7124
1453561,26,512,7213
1356934,26,512,4769
1414266,26,512,5043
1454688,26,512,7340
1455349,26,512,7376
1623293,26,512,7695
1617317,26,512,7594
1628161,26,512,7813
1634373,26,512,8025
1429514,26,512,5791
1429886,26,512,5913
1433489,26,512,6266
1440288,26,512,6565
1423221,26,512,5623
1640119,26,512,8146
1440505,26,512,6657
1651319,26,512,8346
1200344,26,512,1304
2007828,26,512,10728
1191736,26,512,946
1191849,26,512,1059
495657,5,49,37
768356,25,342,56
286950,15,188,114
1023130,26,473,591
1681131,26,461,9677
1908411,26,490,10831
1693784,26,477,9596
2222592,26,551,7990
2363530,26,563,6428
2017513,26,535,161
2374406,26,564,9554
920350,26,386,3451
911777,26,406,2878
883555,26,408,1906
2099853,26,542,3501
2059698,26,537,9971
1656559,26,494,8711
1523037,26,471,7314
1269328,26,495,3163
2632915,26,389,12310
1772613,26,523,3314
2495309,26,512,13954
933565,26,410,3291
883225,26,403,1451
2132691,26,545,1339
2149023,26,545,11671
2308698,26,559,3221
1999611,26,534,1137
924325,26,390,3551
902615,26,410,1966
2299479,26,557,10752
1946475,26,531,2760
1808100,26,524,10042
2298348,26,557,10246
1955920,26,531,6328
2122010,26,543,8658
2239911,26,553,6559
2239666,26,553,6314
1964213,26,531,9121
2439247,26,531,12392
2438086,26,531,12106
1441171,26,405,6448
2523506,26,405,14901
1456117,26,405,7269
1750272,26,405,10352
2519252,26,405,14397
2448432,26,531,13952
2515002,26,405,13647
1575303,26,405,7580
1669678,26,405,9715
1750277,26,405,10357
1666766,26,405,9301
2587734,26,509,13629
2581576,26,543,13596
2613096,26,542,14741
1701340,26,487,9908
1888467,26,487,10266
1888549,26,487,10348
1344988,26,503,4573
1971137,26,503,11795
1540140,26,503,7417
1626484,26,503,8261
1711568,26,503,9647
1947352,26,503,10136
1712689,26,503,9769
1710278,26,503,9605
1953875,26,503,10408
1625412,26,503,8189
1958428,26,503,10836
1965229,26,503,11262
1965236,26,503,11269
2618087,26,503,13232
1481678,26,487,6830
1481705,26,487,6857
1579687,26,405,8214
1262731,26,503,3691
2508438,26,405,12458
1616297,26,503,7574
2444181,26,549,13576
2194610,26,549,10133
2196622,26,549,11270
2196769,26,549,11417
2440489,26,549,13009
2444730,26,549,13750
2436434,26,549,12079
2447582,26,549,14227
1626549,26,503,8326
2194143,26,549,9666
1754117,26,405,10945
2192946,26,549,8719
2511393,26,405,13038
2193021,26,549,8794
2522984,26,405,14754
2194669,26,549,10192
1637071,26,510,8223
1622966,26,510,7993
1659041,26,510,8943
2194992,26,549,10390
2440177,26,549,12947
2195089,26,549,10487
2437146,26,549,12291
2439714,26,549,12859
2440521,26,549,13041
2440592,26,549,13112
2622850,26,558,12495
1712287,26,505,9866
2524520,26,489,14915
1845799,26,526,7481
2227719,26,552,8367
2475608,26,514,13253
2549550,26,497,13570
2447472,26,531,13742
2226915,26,552,7563
2197041,26,549,11689
2078046,26,540,694
2654487,32,616,3912
2663961,32,617,3011
2239360,26,553,6008
1536238,26,459,6890
1746937,26,522,1518
1958918,26,502,11325
1280010,26,502,3845
515660,2,204,1790
759771,2,282,416
761229,2,313,281
2264026,26,555,8424
579210,2,257,503
2222882,26,551,8280
690284,2,288,92
78875,2,110,366
260768,14,177,131
600873,2,177,1522
733797,2,168,2333
719447,2,319,117
310823,2,201,100
2000504,26,534,1655
2056451,26,538,5974
2149658,26,546,306
1853998,26,475,11429
115093,2,4,531
2620345,26,559,12990
2061665,26,537,11063
1982548,26,506,11079
977102,29,426,163
1147226,2,307,1457
1159462,2,285,1461
1135552,2,235,3091
1440604,26,464,6881
1084232,26,470,3193
1243030,26,502,2490
1537649,26,394,7176
1337291,26,493,4751
1297986,26,455,4071
1493848,26,465,6875
1223615,26,506,2575
1356696,26,510,4781
1347287,26,502,4997
1578447,26,411,7849
1568692,26,387,8219
1713195,26,499,9900
1528090,26,389,6742
1389399,26,492,6301
1661499,26,391,9278
1565434,26,383,7586
1632098,26,511,8750
1596042,26,465,7944
1634423,26,512,8075
1685961,26,474,9638
1502110,26,460,6762
1585529,26,455,7931
1348166,26,509,4001
1576023,26,398,7800
1503861,26,474,7263
1443198,26,505,6475
1618867,26,480,8269
1489233,26,457,6510
1415014,26,400,5291
1671899,26,458,9063
1705109,26,496,9432
1653370,26,490,8647
1441519,26,505,6171
1592516,26,461,7543
1589291,26,458,8693
1702176,26,493,9245
1323910,26,479,4245
159274,2,44,760
1254641,26,510,3101
609839,2,85,2646
1692175,26,480,9610
1726705,26,521,2916
2133196,26,544,6344
1518943,26,471,6970
1746465,26,522,1046
2340088,26,562,3611
2117067,26,543,3715
1584805,26,457,7832
2034382,26,536,7905
2142676,26,545,6199
998398,26,455,2734
2003503,26,534,3779
1171819,26,485,2904
1361839,26,383,5991
1316402,26,472,4737
1371843,26,480,5120
1013920,26,459,1506
2172149,26,546,11797
2180389,26,548,5037
2091047,26,541,1695
564797,2,58,2524
298240,2,27,1423
1065540,26,474,2376
1692097,26,480,9532
2037094,26,536,8992
2067098,26,539,1746
1859075,26,527,2631
2236516,26,553,3164
2248266,26,554,2039
1979887,26,533,2668
1020515,26,474,1226
2043967,26,537,2615
1977533,26,533,1564
2247702,26,555,600
2270878,26,556,1526
2359292,26,564,940
348543,2,98,1625
197247,2,77,943
878590,26,405,1066
2353835,26,563,483
1239653,26,513,1738
1245828,26,513,1788
2281893,26,557,541
1025385,26,463,1096
2253609,26,555,3257
2249752,26,555,1275
2360201,26,564,1599
1034892,26,475,1478
2600331,26,468,12351
2379251,26,565,1899
943492,26,412,3718
2285597,26,558,1120
2220593,26,552,5116
2337506,26,561,5654
1698501,26,487,9566
1613027,26,478,8554
2618246,26,481,12516
1560895,32,520,3547
279557,2,75,1341
1049947,26,463,1783
1184531,26,511,491
1082173,26,461,3009
882542,26,396,1393
225443,2,53,1095
1331611,26,488,4821
867044,26,391,895
1812579,26,525,1270
879815,26,396,1041
1012845,26,459,1431
2282880,26,557,1528
2092169,26,541,2567
2174603,26,548,1001
2091825,26,541,2223
1260568,26,494,3153
1648011,26,484,8788
1718526,26,509,9610
2354974,26,563,1622
2007875,26,534,6776
2219943,26,552,4591
1833901,26,526,587
2542345,26,538,14990
1134027,2,190,2503
2522152,26,387,14422
1914567,26,491,11233
1672875,26,456,9541
1884396,26,528,5571
2324118,26,560,7766
1233767,26,507,2727
1956198,26,531,6606
1664919,26,389,9699
2688316,32,621,5491
1657875,26,483,8902
1958618,26,532,4276
2237201,26,553,3849
2557125,26,544,14145
1893620,26,528,9919
